year,quarter,region,sector,enterprise_size,number_of_enterprises,number_of_saudi_employees,number_of_saudi_employees (male),number_of_saudi_employees (female),number_of_foreign_employees,number_of_foreign_employees (male),number_of_foreign_employees (female)
2022,4,Makkah Region,Manufacture of Basic Metals,micro,172,64,33,31,368,361,7
2022,4,Makkah Region,Manufacture of Basic Metals,medium,32,857,635,222,2771,2761,10
2022,4,Najran Region,Manufacture of Basic Metals,small,2,1,0,1,11,11,0
2022,4,Najran Region,Manufacture of Basic Metals,large,1,211,208,3,357,357,0
2022,4,Najran Region,Manufacture of Basic Metals,micro,41,5,4,1,76,76,0
2022,4,Najran Region,Manufacture of Basic Metals,medium,1,28,14,14,108,108,0
2022,4,Eastern Province,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,171,423,227,196,1940,1933,7
2022,4,Eastern Province,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",large,1,60,60,0,250,250,0
2022,4,Eastern Province,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,429,159,65,94,1021,1017,4
2022,4,Eastern Province,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",medium,15,368,227,141,1210,1207,3
2022,4,Al Bahah Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,13,24,17,7,84,84,0
2022,4,Al Bahah Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,84,20,12,8,197,196,1
2022,4,Al Jawf Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,12,14,8,6,90,90,0
2022,4,Al Jawf Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,83,11,10,1,168,167,1
2022,4,Northern Borders Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,3,3,2,1,16,16,0
2022,4,Northern Borders Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,54,6,2,4,108,108,0
2022,4,Riyadh Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,302,752,289,463,3281,3260,21
2022,4,Riyadh Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,925,247,90,157,2154,2147,7
2022,4,Riyadh Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",medium,29,668,234,434,2209,2134,75
2022,4,Qassim Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,28,81,60,21,314,314,0
2022,4,Qassim Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",large,1,65,42,23,201,201,0
2022,4,Qassim Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,266,51,28,23,643,643,0
2022,4,Qassim Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",medium,1,13,8,5,38,38,0
2022,4,Al Madinah Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,28,79,46,33,291,291,0
2022,4,Al Madinah Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,156,29,17,12,381,381,0
2022,4,Al Madinah Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",medium,1,16,11,5,45,45,0
2022,4,Tabuk Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,16,21,10,11,96,96,0
2022,4,Tabuk Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,90,11,6,5,194,194,0
2022,4,Jazan Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,16,28,10,18,126,122,4
2022,4,Jazan Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,204,23,14,9,506,506,0
2022,4,Jazan Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",medium,1,18,4,14,75,75,0
2022,4,Hail Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,12,26,13,13,114,113,1
2022,4,Hail Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,53,12,6,6,114,114,0
2022,4,Aseer Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,39,87,52,35,352,351,1
2022,4,Aseer Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,301,67,30,37,670,667,3
2022,4,Aseer Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",medium,1,13,6,7,43,43,0
2022,4,Makkah Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,121,292,130,162,1251,1250,1
2022,4,Makkah Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",large,2,193,159,34,569,569,0
2022,4,Makkah Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,691,147,85,62,1568,1558,10
2022,4,Makkah Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",medium,13,307,177,130,897,887,10
2022,4,Najran Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",small,5,7,2,5,32,32,0
2022,4,Najran Region,"Manufacture of Wood and Wood Products (Except Furniture), Manufacture of Straw and Plaiting Materials",micro,82,4,2,2,186,186,0
2022,4,Eastern Province,"Manufacture of Computers, Electronic and Optical Products",small,22,119,89,30,261,261,0
2022,4,Eastern Province,"Manufacture of Computers, Electronic and Optical Products",micro,46,21,15,6,72,71,1
2022,4,Eastern Province,"Manufacture of Computers, Electronic and Optical Products",medium,5,167,106,61,365,363,2
2022,4,Al Bahah Region,"Manufacture of Computers, Electronic and Optical Products",micro,7,6,6,0,9,9,0
2022,4,Al Jawf Region,"Manufacture of Computers, Electronic and Optical Products",micro,5,1,0,1,14,14,0
2022,4,Northern Borders Region,"Manufacture of Computers, Electronic and Optical Products",micro,3,1,1,0,5,5,0
2022,4,Riyadh Region,"Manufacture of Computers, Electronic and Optical Products",small,26,101,63,38,339,338,1
2022,4,Riyadh Region,"Manufacture of Computers, Electronic and Optical Products",micro,62,33,18,15,112,112,0
2022,4,Riyadh Region,"Manufacture of Computers, Electronic and Optical Products",medium,2,11,3,8,96,93,3
2022,4,Qassim Region,"Manufacture of Computers, Electronic and Optical Products",micro,9,1,1,0,12,12,0
2022,4,Al Madinah Region,"Manufacture of Computers, Electronic and Optical Products",small,4,16,15,1,28,28,0
2022,4,Al Madinah Region,"Manufacture of Computers, Electronic and Optical Products",micro,15,3,2,1,30,30,0
2022,4,Tabuk Region,"Manufacture of Computers, Electronic and Optical Products",micro,11,1,0,1,16,16,0
2022,4,Jazan Region,"Manufacture of Computers, Electronic and Optical Products",small,1,0,0,0,17,17,0
2022,4,Jazan Region,"Manufacture of Computers, Electronic and Optical Products",micro,23,3,3,0,36,36,0
2022,4,Hail Region,"Manufacture of Computers, Electronic and Optical Products",micro,7,1,0,1,17,17,0
2022,4,Aseer Region,"Manufacture of Computers, Electronic and Optical Products",small,2,3,2,1,10,10,0
2022,4,Aseer Region,"Manufacture of Computers, Electronic and Optical Products",micro,39,3,2,1,77,77,0
2022,4,Makkah Region,"Manufacture of Computers, Electronic and Optical Products",small,23,40,24,16,190,188,2
2022,4,Makkah Region,"Manufacture of Computers, Electronic and Optical Products",micro,131,54,33,21,227,227,0
2022,4,Makkah Region,"Manufacture of Computers, Electronic and Optical Products",medium,3,140,119,21,247,245,2
2022,4,Najran Region,"Manufacture of Computers, Electronic and Optical Products",micro,6,1,0,1,14,14,0
2022,4,Eastern Province,Manufacture of Furniture,small,156,467,216,251,2159,2151,8
2022,4,Eastern Province,Manufacture of Furniture,large,3,108,60,48,794,791,3
2022,4,Eastern Province,Manufacture of Furniture,micro,556,121,52,69,1358,1357,1
2022,4,Eastern Province,Manufacture of Furniture,medium,30,613,351,262,2257,2251,6
2022,4,Al Bahah Region,Manufacture of Furniture,small,9,4,3,1,74,74,0
2022,4,Al Bahah Region,Manufacture of Furniture,micro,93,9,8,1,202,202,0
2022,4,Al Jawf Region,Manufacture of Furniture,small,9,10,7,3,66,66,0
2022,4,Al Jawf Region,Manufacture of Furniture,micro,124,21,15,6,270,269,1
2022,4,Northern Borders Region,Manufacture of Furniture,small,5,9,6,3,41,41,0
2022,4,Northern Borders Region,Manufacture of Furniture,micro,88,7,6,1,236,236,0
2022,4,Riyadh Region,Manufacture of Furniture,small,458,1080,429,651,5942,5925,17
2022,4,Riyadh Region,Manufacture of Furniture,large,10,871,387,484,3032,3025,7
2022,4,Riyadh Region,Manufacture of Furniture,micro,1441,238,102,136,3503,3489,14
2022,4,Riyadh Region,Manufacture of Furniture,medium,89,1914,795,1119,6773,6741,32
2022,4,Qassim Region,Manufacture of Furniture,small,57,116,74,42,675,671,4
2022,4,Qassim Region,Manufacture of Furniture,large,1,67,22,45,358,358,0
2022,4,Qassim Region,Manufacture of Furniture,micro,224,39,26,13,555,554,1
2022,4,Qassim Region,Manufacture of Furniture,medium,9,133,86,47,598,598,0
2022,4,Al Madinah Region,Manufacture of Furniture,small,41,53,30,23,434,431,3
2022,4,Al Madinah Region,Manufacture of Furniture,micro,280,50,30,20,643,641,2
2022,4,Al Madinah Region,Manufacture of Furniture,medium,1,14,10,4,40,40,0
2022,4,Tabuk Region,Manufacture of Furniture,small,22,18,5,13,181,181,0
2022,4,Tabuk Region,Manufacture of Furniture,micro,213,23,13,10,551,551,0
2022,4,Jazan Region,Manufacture of Furniture,small,28,24,13,11,208,207,1
2022,4,Jazan Region,Manufacture of Furniture,micro,374,32,18,14,1026,1022,4
2022,4,Hail Region,Manufacture of Furniture,small,21,39,22,17,249,248,1
2022,4,Hail Region,Manufacture of Furniture,micro,159,19,9,10,379,379,0
2022,4,Aseer Region,Manufacture of Furniture,small,75,121,73,48,750,749,1
2022,4,Aseer Region,Manufacture of Furniture,micro,567,75,44,31,1346,1343,3
2022,4,Aseer Region,Manufacture of Furniture,medium,4,42,28,14,193,193,0
2022,4,Makkah Region,Manufacture of Furniture,small,132,253,132,121,1469,1463,6
2022,4,Makkah Region,Manufacture of Furniture,large,1,76,49,27,281,280,1
2022,4,Makkah Region,Manufacture of Furniture,micro,716,101,49,52,1694,1686,8
2022,4,Makkah Region,Manufacture of Furniture,medium,30,717,293,424,2608,2597,11
2022,4,Najran Region,Manufacture of Furniture,small,15,29,11,18,185,185,0
2022,4,Najran Region,Manufacture of Furniture,micro,113,20,7,13,300,300,0
2022,4,Najran Region,Manufacture of Furniture,medium,3,68,18,50,313,313,0
2022,4,Eastern Province,Manufacture of Other Transport Equipment,small,4,20,14,6,90,90,0
2022,4,Eastern Province,Manufacture of Other Transport Equipment,large,2,2225,2187,38,563,562,1
2022,4,Eastern Province,Manufacture of Other Transport Equipment,micro,13,6,4,2,27,26,1
2022,4,Eastern Province,Manufacture of Other Transport Equipment,medium,3,92,81,11,297,297,0
2022,4,Al Bahah Region,Manufacture of Other Transport Equipment,micro,1,0,0,0,1,1,0
2022,4,Al Jawf Region,Manufacture of Other Transport Equipment,micro,1,0,0,0,1,1,0
2022,4,Northern Borders Region,Manufacture of Other Transport Equipment,micro,1,0,0,0,4,4,0
2022,4,Riyadh Region,Manufacture of Other Transport Equipment,small,17,90,65,25,209,208,1
2022,4,Riyadh Region,Manufacture of Other Transport Equipment,large,1,1268,1242,26,588,588,0
2022,4,Riyadh Region,Manufacture of Other Transport Equipment,micro,67,16,6,10,144,143,1
2022,4,Riyadh Region,Manufacture of Other Transport Equipment,medium,5,196,126,70,430,430,0
2022,4,Qassim Region,Manufacture of Other Transport Equipment,micro,1,0,0,0,1,1,0
2022,4,Al Madinah Region,Manufacture of Other Transport Equipment,small,2,1,1,0,15,15,0
2022,4,Al Madinah Region,Manufacture of Other Transport Equipment,micro,6,1,0,1,11,11,0
2022,4,Tabuk Region,Manufacture of Other Transport Equipment,micro,1,1,0,1,1,1,0
2022,4,Jazan Region,Manufacture of Other Transport Equipment,small,1,5,5,0,25,25,0
2022,4,Jazan Region,Manufacture of Other Transport Equipment,micro,5,1,0,1,16,16,0
2022,4,Hail Region,Manufacture of Other Transport Equipment,micro,1,0,0,0,3,3,0
2022,4,Aseer Region,Manufacture of Other Transport Equipment,micro,5,2,2,0,17,17,0
2022,4,Makkah Region,Manufacture of Other Transport Equipment,small,6,70,22,48,113,112,1
2022,4,Makkah Region,Manufacture of Other Transport Equipment,micro,29,8,5,3,59,58,1
2022,4,Makkah Region,Manufacture of Other Transport Equipment,medium,2,7,6,1,120,120,0
2022,4,Najran Region,Manufacture of Other Transport Equipment,small,1,0,0,0,10,10,0
2022,4,Najran Region,Manufacture of Other Transport Equipment,micro,4,1,0,1,9,9,0
2022,4,Eastern Province,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,27,132,83,49,404,404,0
2022,4,Eastern Province,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",large,2,310,298,12,812,812,0
2022,4,Eastern Province,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,26,6,4,2,57,57,0
2022,4,Eastern Province,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",medium,10,341,257,84,969,968,1
2022,4,Al Bahah Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,2,0,0,0,4,4,0
2022,4,Al Jawf Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,1,2,2,0,8,8,0
2022,4,Al Jawf Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,9,1,1,0,18,18,0
2022,4,Northern Borders Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,1,0,0,0,2,2,0
2022,4,Riyadh Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,35,163,91,72,604,603,1
2022,4,Riyadh Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",large,2,92,36,56,928,924,4
2022,4,Riyadh Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,55,23,13,10,119,119,0
2022,4,Riyadh Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",medium,15,286,131,155,899,891,8
2022,4,Qassim Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,8,38,20,18,122,122,0
2022,4,Qassim Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",large,1,101,80,21,258,258,0
2022,4,Qassim Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,12,1,1,0,28,28,0
2022,4,Al Madinah Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,1,3,3,0,15,15,0
2022,4,Al Madinah Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,13,2,1,1,37,37,0
2022,4,Tabuk Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,1,1,1,0,5,5,0
2022,4,Tabuk Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,3,1,1,0,11,11,0
2022,4,Tabuk Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",medium,1,13,5,8,42,42,0
2022,4,Jazan Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,1,4,1,3,18,18,0
2022,4,Jazan Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,13,0,0,0,37,37,0
2022,4,Hail Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,1,0,0,0,6,6,0
2022,4,Hail Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,5,1,1,0,11,11,0
2022,4,Aseer Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,1,1,0,1,5,5,0
2022,4,Aseer Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,8,0,0,0,16,16,0
2022,4,Makkah Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",small,15,60,45,15,195,195,0
2022,4,Makkah Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",large,1,85,65,20,213,213,0
2022,4,Makkah Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,39,10,9,1,88,88,0
2022,4,Makkah Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",medium,9,341,221,120,783,783,0
2022,4,Najran Region,"Manufacture of Motor Vehicles, Trailers, and Semi-Trailers",micro,8,1,0,1,13,13,0
2022,4,Eastern Province,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,small,72,481,362,119,1140,1139,1
2022,4,Eastern Province,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,large,7,1493,1380,113,2004,2002,2
2022,4,Eastern Province,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,micro,66,34,23,11,125,123,2
2022,4,Eastern Province,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,medium,36,1609,1407,202,2391,2387,4
2022,4,Al Bahah Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,small,1,1,0,1,5,5,0
2022,4,Al Bahah Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,micro,5,3,2,1,9,9,0
2022,4,Al Jawf Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,micro,2,1,1,0,4,4,0
2022,4,Northern Borders Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,micro,4,0,0,0,11,11,0
2022,4,Riyadh Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,small,84,318,174,144,1351,1346,5
2022,4,Riyadh Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,large,1,111,55,56,268,267,1
2022,4,Riyadh Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,micro,287,70,31,39,631,629,2
2022,4,Riyadh Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,medium,31,946,521,425,3014,3009,5
2022,4,Qassim Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,small,4,7,5,2,29,29,0
2022,4,Qassim Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,micro,33,6,4,2,62,62,0
2022,4,Qassim Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,medium,3,64,28,36,203,203,0
2022,4,Al Madinah Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,small,6,19,13,6,82,82,0
2022,4,Al Madinah Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,micro,21,3,2,1,50,50,0
2022,4,Al Madinah Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,medium,4,60,44,16,239,239,0
2022,4,Tabuk Region,Manufacture of Other Machinery and Equipment Not Classified Elsewhere,micro,5,0,0,0,12,12,0
